EXPNUM,EXPRA,EXPDEC,EXPTIME,AIRMASS,BAND,NITE,MJD_OBS,FIELD,OBJECT,PROGRAM
175613,180.5,-21.2964,120.0,1.03,z,20130205,56329.3528474,RXJ1203_z_1_outrigger,RXJ1203,Setting the Scale: Determining the Absolute Mass Normalization and &
187637,178.006,-21.8805,60.0,1.12,g,20130319,56371.2763901,,Field40,DECam Search for the Stellar Component of the Magellanic Leading Arm
187638,178.006,-21.8805,60.0,1.12,r,20130319,56371.2774101,,Field40,DECam Search for the Stellar Component of the Magellanic Leading Arm
187639,178.006,-21.8805,60.0,1.13,i,20130319,56371.2784296,,Field40,DECam Search for the Stellar Component of the Magellanic Leading Arm
187640,178.006,-21.8805,60.0,1.13,z,20130319,56371.2794468,,Field40,DECam Search for the Stellar Component of the Magellanic Leading Arm
187641,177.845,-21.9555,267.0,1.13,g,20130319,56371.2804705,,Field40,DECam Search for the Stellar Component of the Magellanic Leading Arm
187642,177.845,-21.9549,267.0,1.14,g,20130319,56371.283888,,Field40,DECam Search for the Stellar Component of the Magellanic Leading Arm
187643,177.846,-21.9544,267.0,1.16,g,20130319,56371.2873268,,Field40,DECam Search for the Stellar Component of the Magellanic Leading Arm
187644,177.845,-21.9555,267.0,1.17,r,20130319,56371.2907515,,Field40,DECam Search for the Stellar Component of the Magellanic Leading Arm
187645,177.845,-21.9549,267.0,1.18,r,20130319,56371.2941796,,Field40,DECam Search for the Stellar Component of the Magellanic Leading Arm
187646,177.846,-21.9544,267.0,1.2,r,20130319,56371.2975972,,Field40,DECam Search for the Stellar Component of the Magellanic Leading Arm
187647,177.845,-21.9555,333.0,1.21,i,20130319,56371.3010158,,Field40,DECam Search for the Stellar Component of the Magellanic Leading Arm
187648,177.845,-21.9549,333.0,1.23,i,20130319,56371.3052016,,Field40,DECam Search for the Stellar Component of the Magellanic Leading Arm
187649,177.846,-21.9544,333.0,1.25,i,20130319,56371.3094016,,Field40,DECam Search for the Stellar Component of the Magellanic Leading Arm
187650,177.845,-21.9555,333.0,1.27,z,20130319,56371.3135903,,Field40,DECam Search for the Stellar Component of the Magellanic Leading Arm
187651,177.845,-21.9549,333.0,1.3,z,20130319,56371.3177884,,Field40,DECam Search for the Stellar Component of the Magellanic Leading Arm
187652,177.846,-21.9544,333.0,1.32,z,20130319,56371.3219908,,Field40,DECam Search for the Stellar Component of the Magellanic Leading Arm
196234,179.876,-19.2652,38.0,1.1,g,20130412,56395.2052465,,J1159-19,The effect of the group environment on the formation of UCDs
196235,179.932,-19.3214,38.0,1.1,g,20130412,56395.2060351,,J1159-19,The effect of the group environment on the formation of UCDs
196236,179.932,-19.3775,38.0,1.1,g,20130412,56395.2068066,,J1159-19,The effect of the group environment on the formation of UCDs
196237,179.876,-19.4336,38.0,1.11,g,20130412,56395.2075696,,J1159-19,The effect of the group environment on the formation of UCDs
196238,179.819,-19.3775,38.0,1.11,g,20130412,56395.2083305,,J1159-19,The effect of the group environment on the formation of UCDs
196239,179.819,-19.3214,38.0,1.11,g,20130412,56395.2091059,,J1159-19,The effect of the group environment on the formation of UCDs
196246,179.876,-19.2652,38.0,1.12,i,20130412,56395.2137123,,J1159-19,The effect of the group environment on the formation of UCDs
196247,179.932,-19.3214,38.0,1.13,i,20130412,56395.2144843,,J1159-19,The effect of the group environment on the formation of UCDs
196248,179.932,-19.3775,38.0,1.13,i,20130412,56395.215262,,J1159-19,The effect of the group environment on the formation of UCDs
196249,179.876,-19.4336,38.0,1.13,i,20130412,56395.2160399,,J1159-19,The effect of the group environment on the formation of UCDs
196250,179.819,-19.3775,38.0,1.13,i,20130412,56395.2168226,,J1159-19,The effect of the group environment on the formation of UCDs
196251,179.819,-19.3214,38.0,1.14,i,20130412,56395.2175946,,J1159-19,The effect of the group environment on the formation of UCDs
196252,179.876,-19.2652,94.0,1.14,z,20130412,56395.2183936,,J1159-19,The effect of the group environment on the formation of UCDs
196253,179.932,-19.3214,94.0,1.14,z,20130412,56395.2198202,,J1159-19,The effect of the group environment on the formation of UCDs
196254,179.932,-19.3775,94.0,1.15,z,20130412,56395.2212566,,J1159-19,The effect of the group environment on the formation of UCDs
196255,179.876,-19.4336,94.0,1.15,z,20130412,56395.2226737,,J1159-19,The effect of the group environment on the formation of UCDs
196256,179.819,-19.3775,94.0,1.16,z,20130412,56395.2240904,,J1159-19,The effect of the group environment on the formation of UCDs
196257,179.819,-19.3214,94.0,1.16,z,20130412,56395.2255158,,J1159-19,The effect of the group environment on the formation of UCDs
196258,179.876,-19.2652,38.0,1.17,g,20130412,56395.2269284,,J1159-19,The effect of the group environment on the formation of UCDs
196259,179.932,-19.3214,38.0,1.17,g,20130412,56395.2277066,,J1159-19,The effect of the group environment on the formation of UCDs
196260,179.932,-19.3775,38.0,1.17,g,20130412,56395.2284718,,J1159-19,The effect of the group environment on the formation of UCDs
196261,179.876,-19.4336,38.0,1.18,g,20130412,56395.2292476,,J1159-19,The effect of the group environment on the formation of UCDs
196262,179.819,-19.3775,38.0,1.18,g,20130412,56395.2300354,,J1159-19,The effect of the group environment on the formation of UCDs
196263,179.819,-19.3214,38.0,1.18,g,20130412,56395.2308118,,J1159-19,The effect of the group environment on the formation of UCDs
196270,179.876,-19.2652,38.0,1.2,i,20130412,56395.2353459,,J1159-19,The effect of the group environment on the formation of UCDs
196271,179.932,-19.3214,38.0,1.2,i,20130412,56395.2361319,,J1159-19,The effect of the group environment on the formation of UCDs
196272,179.932,-19.3775,38.0,1.21,i,20130412,56395.2369093,,J1159-19,The effect of the group environment on the formation of UCDs
196273,179.876,-19.4336,38.0,1.21,i,20130412,56395.2377001,,J1159-19,The effect of the group environment on the formation of UCDs
196274,179.819,-19.3775,38.0,1.22,i,20130412,56395.2384798,,J1159-19,The effect of the group environment on the formation of UCDs
196275,179.819,-19.3214,38.0,1.22,i,20130412,56395.2392532,,J1159-19,The effect of the group environment on the formation of UCDs
196276,179.876,-19.2652,94.0,1.22,z,20130412,56395.2400243,,J1159-19,The effect of the group environment on the formation of UCDs
196277,179.932,-19.3214,94.0,1.23,z,20130412,56395.2414469,,J1159-19,The effect of the group environment on the formation of UCDs
196278,179.932,-19.3775,94.0,1.23,z,20130412,56395.2428675,,J1159-19,The effect of the group environment on the formation of UCDs
196279,179.876,-19.4336,94.0,1.24,z,20130412,56395.2443029,,J1159-19,The effect of the group environment on the formation of UCDs
196280,179.819,-19.3775,94.0,1.25,z,20130412,56395.2457265,,J1159-19,The effect of the group environment on the formation of UCDs
196281,179.819,-19.3214,94.0,1.26,z,20130412,56395.2471595,,J1159-19,The effect of the group environment on the formation of UCDs
196614,179.876,-19.2652,38.0,1.08,g,20130413,56396.0767277,,J1159-19,The effect of the group environment on the formation of UCDs
196615,179.932,-19.3214,38.0,1.08,g,20130413,56396.0775271,,J1159-19,The effect of the group environment on the formation of UCDs
196616,179.932,-19.3775,38.0,1.07,g,20130413,56396.0783148,,J1159-19,The effect of the group environment on the formation of UCDs
196617,179.876,-19.4336,38.0,1.07,g,20130413,56396.0791074,,J1159-19,The effect of the group environment on the formation of UCDs
196618,179.819,-19.3775,38.0,1.07,g,20130413,56396.0798864,,J1159-19,The effect of the group environment on the formation of UCDs
196619,179.819,-19.3214,38.0,1.07,g,20130413,56396.0806622,,J1159-19,The effect of the group environment on the formation of UCDs
196626,179.876,-19.2652,38.0,1.06,i,20130413,56396.085246,,J1159-19,The effect of the group environment on the formation of UCDs
196627,179.932,-19.3214,38.0,1.06,i,20130413,56396.0860242,,J1159-19,The effect of the group environment on the formation of UCDs
196628,179.932,-19.3775,38.0,1.06,i,20130413,56396.0868065,,J1159-19,The effect of the group environment on the formation of UCDs
196629,179.876,-19.4336,38.0,1.06,i,20130413,56396.087574,,J1159-19,The effect of the group environment on the formation of UCDs
196630,179.819,-19.3775,38.0,1.05,i,20130413,56396.0883412,,J1159-19,The effect of the group environment on the formation of UCDs
196631,179.819,-19.3214,38.0,1.05,i,20130413,56396.0891317,,J1159-19,The effect of the group environment on the formation of UCDs
196632,179.876,-19.2652,94.0,1.05,z,20130413,56396.0899094,,J1159-19,The effect of the group environment on the formation of UCDs
196633,179.932,-19.3214,94.0,1.05,z,20130413,56396.091343,,J1159-19,The effect of the group environment on the formation of UCDs
196634,179.932,-19.3775,94.0,1.05,z,20130413,56396.0927778,,J1159-19,The effect of the group environment on the formation of UCDs
196635,179.876,-19.4336,94.0,1.05,z,20130413,56396.0942071,,J1159-19,The effect of the group environment on the formation of UCDs
196636,179.819,-19.3775,94.0,1.04,z,20130413,56396.0956446,,J1159-19,The effect of the group environment on the formation of UCDs
196637,179.819,-19.3214,94.0,1.04,z,20130413,56396.0970618,,J1159-19,The effect of the group environment on the formation of UCDs
196638,179.876,-19.2652,38.0,1.04,g,20130413,56396.0984985,,J1159-19,The effect of the group environment on the formation of UCDs
196639,179.932,-19.3214,38.0,1.04,g,20130413,56396.0992588,,J1159-19,The effect of the group environment on the formation of UCDs
196640,179.932,-19.3775,38.0,1.04,g,20130413,56396.1000263,,J1159-19,The effect of the group environment on the formation of UCDs
196641,179.876,-19.4336,38.0,1.04,g,20130413,56396.100813,,J1159-19,The effect of the group environment on the formation of UCDs
196642,179.819,-19.3775,38.0,1.04,g,20130413,56396.1017687,,J1159-19,The effect of the group environment on the formation of UCDs
196643,179.819,-19.3214,38.0,1.04,g,20130413,56396.1025616,,J1159-19,The effect of the group environment on the formation of UCDs
196650,179.876,-19.2652,38.0,1.03,i,20130413,56396.1071459,,J1159-19,The effect of the group environment on the formation of UCDs
196651,179.932,-19.3214,38.0,1.03,i,20130413,56396.1079234,,J1159-19,The effect of the group environment on the formation of UCDs
196652,179.932,-19.3775,38.0,1.03,i,20130413,56396.1087164,,J1159-19,The effect of the group environment on the formation of UCDs
196653,179.876,-19.4336,38.0,1.03,i,20130413,56396.1094831,,J1159-19,The effect of the group environment on the formation of UCDs
196654,179.819,-19.3775,38.0,1.03,i,20130413,56396.1102654,,J1159-19,The effect of the group environment on the formation of UCDs
196655,179.819,-19.3214,38.0,1.03,i,20130413,56396.11105,,J1159-19,The effect of the group environment on the formation of UCDs
196656,179.876,-19.2652,94.0,1.03,z,20130413,56396.111842,,J1159-19,The effect of the group environment on the formation of UCDs
196657,179.932,-19.3214,94.0,1.03,z,20130413,56396.1132726,,J1159-19,The effect of the group environment on the formation of UCDs
196658,179.932,-19.3775,94.0,1.02,z,20130413,56396.1146885,,J1159-19,The effect of the group environment on the formation of UCDs
196659,179.876,-19.4336,94.0,1.02,z,20130413,56396.1161238,,J1159-19,The effect of the group environment on the formation of UCDs
196660,179.819,-19.3775,94.0,1.02,z,20130413,56396.11754,,J1159-19,The effect of the group environment on the formation of UCDs
196661,179.819,-19.3214,94.0,1.02,z,20130413,56396.1189496,,J1159-19,The effect of the group environment on the formation of UCDs
201813,170.15,-16.712,30.0,1.04,r,20130425,56408.0964789,5,4MAPv2,DECam Engineering
201814,170.392,-16.712,30.0,1.04,r,20130425,56408.0971551,5,4MAPv2,DECam Engineering
202413,174.69,-17.13,300.0,1.03,g,20130428,56411.0635329,,GGSS1135-16,Optical Imaging of Local Group Galaxy Candidates from the ALFALFA &
202414,174.691,-17.1294,300.0,1.03,g,20130428,56411.0673535,,GGSS1135-16,Optical Imaging of Local Group Galaxy Candidates from the ALFALFA &
202415,174.691,-17.1289,300.0,1.03,g,20130428,56411.07118,,GGSS1135-16,Optical Imaging of Local Group Galaxy Candidates from the ALFALFA &
202416,174.69,-17.13,300.0,1.03,r,20130428,56411.0749886,,GGSS1135-16,Optical Imaging of Local Group Galaxy Candidates from the ALFALFA &
202417,174.691,-17.1294,300.0,1.03,r,20130428,56411.0787916,,GGSS1135-16,Optical Imaging of Local Group Galaxy Candidates from the ALFALFA &
202418,174.691,-17.1289,300.0,1.03,r,20130428,56411.0825925,,GGSS1135-16,Optical Imaging of Local Group Galaxy Candidates from the ALFALFA &
202623,171.42,-22.766,300.0,1.01,g,20130429,56412.0518919,,GGSS1124-22,Optical Imaging of Local Group Galaxy Candidates from the ALFALFA &
202624,171.421,-22.7654,300.0,1.01,g,20130429,56412.0556993,,GGSS1124-22,Optical Imaging of Local Group Galaxy Candidates from the ALFALFA &
202625,171.421,-22.7649,300.0,1.01,g,20130429,56412.059507,,GGSS1124-22,Optical Imaging of Local Group Galaxy Candidates from the ALFALFA &
202626,171.42,-22.766,300.0,1.01,r,20130429,56412.0634458,,GGSS1124-22,Optical Imaging of Local Group Galaxy Candidates from the ALFALFA &
202627,171.421,-22.7654,300.0,1.01,r,20130429,56412.0676499,,GGSS1124-22,Optical Imaging of Local Group Galaxy Candidates from the ALFALFA &
202628,171.421,-22.7649,300.0,1.01,r,20130429,56412.0714653,,GGSS1124-22,Optical Imaging of Local Group Galaxy Candidates from the ALFALFA &
291499,170.64,-17.3576,30.0,1.12,g,20140310,56727.1317158,,,Extending the Orphan Stream with DECam
291500,170.64,-17.3576,30.0,1.12,i,20140310,56727.1323992,,,Extending the Orphan Stream with DECam
291501,170.653,-17.3411,30.0,1.11,i,20140310,56727.1330875,,,Extending the Orphan Stream with DECam
291502,170.653,-17.3411,30.0,1.11,g,20140310,56727.1337582,,,Extending the Orphan Stream with DECam
291503,172.285,-18.1726,30.0,1.12,g,20140310,56727.1344935,,,Extending the Orphan Stream with DECam
291504,172.285,-18.1726,30.0,1.12,i,20140310,56727.1351827,,,Extending the Orphan Stream with DECam
291505,172.298,-18.1561,30.0,1.11,i,20140310,56727.1358621,,,Extending the Orphan Stream with DECam
291506,172.298,-18.1561,30.0,1.11,g,20140310,56727.1365441,,,Extending the Orphan Stream with DECam
291507,170.64,-19.0084,30.0,1.09,g,20140310,56727.1372169,,,Extending the Orphan Stream with DECam
291508,170.64,-19.0084,30.0,1.09,i,20140310,56727.1378957,,,Extending the Orphan Stream with DECam
291509,170.653,-18.9919,30.0,1.09,i,20140310,56727.1385683,,,Extending the Orphan Stream with DECam
291510,170.653,-18.9919,30.0,1.09,g,20140310,56727.1392429,,,Extending the Orphan Stream with DECam
291535,170.687,-20.6593,30.0,1.05,g,20140310,56727.1566072,,,Extending the Orphan Stream with DECam
291536,170.687,-20.6593,30.0,1.05,i,20140310,56727.1572815,,,Extending the Orphan Stream with DECam
291537,170.7,-20.6428,30.0,1.05,i,20140310,56727.157983,,,Extending the Orphan Stream with DECam
291538,170.7,-20.6428,30.0,1.05,g,20140310,56727.1586605,,,Extending the Orphan Stream with DECam
291539,172.366,-19.8234,30.0,1.06,g,20140310,56727.1593822,,,Extending the Orphan Stream with DECam
291540,172.366,-19.8234,30.0,1.05,i,20140310,56727.160067,,,Extending the Orphan Stream with DECam
291541,172.378,-19.8069,30.0,1.05,i,20140310,56727.1607634,,,Extending the Orphan Stream with DECam
291542,172.378,-19.8069,30.0,1.05,g,20140310,56727.1614512,,,Extending the Orphan Stream with DECam
291559,170.687,-22.3101,30.0,1.02,g,20140310,56727.1740732,,,Extending the Orphan Stream with DECam
291560,170.687,-22.3101,30.0,1.02,i,20140310,56727.1747634,,,Extending the Orphan Stream with DECam
291561,170.7,-22.2936,30.0,1.02,i,20140310,56727.1754301,,,Extending the Orphan Stream with DECam
291562,170.7,-22.2936,30.0,1.02,g,20140310,56727.1761303,,,Extending the Orphan Stream with DECam
291563,172.366,-21.4743,30.0,1.03,g,20140310,56727.1768549,,,Extending the Orphan Stream with DECam
291564,172.366,-21.4743,30.0,1.03,i,20140310,56727.1775297,,,Extending the Orphan Stream with DECam
291565,172.378,-21.4578,30.0,1.03,i,20140310,56727.1782164,,,Extending the Orphan Stream with DECam
291566,172.378,-21.4578,30.0,1.02,g,20140310,56727.1788972,,,Extending the Orphan Stream with DECam
291567,175.886,-23.1251,30.0,1.03,g,20140310,56727.1796282,,,Extending the Orphan Stream with DECam
291568,175.886,-23.1251,30.0,1.03,i,20140310,56727.1803231,,,Extending the Orphan Stream with DECam
291569,175.899,-23.1086,30.0,1.03,i,20140310,56727.1809941,,,Extending the Orphan Stream with DECam
291570,175.899,-23.1086,30.0,1.03,g,20140310,56727.1816729,,,Extending the Orphan Stream with DECam
291571,174.168,-23.9609,30.0,1.02,g,20140310,56727.1823635,,,Extending the Orphan Stream with DECam
291572,174.168,-23.9609,30.0,1.02,i,20140310,56727.1830527,,,Extending the Orphan Stream with DECam
291573,174.18,-23.9444,30.0,1.02,i,20140310,56727.1837309,,,Extending the Orphan Stream with DECam
291574,174.18,-23.9444,30.0,1.02,g,20140310,56727.1844115,,,Extending the Orphan Stream with DECam
291575,172.449,-23.1251,30.0,1.02,g,20140310,56727.1850859,,,Extending the Orphan Stream with DECam
291576,172.449,-23.1251,30.0,1.02,i,20140310,56727.1857695,,,Extending the Orphan Stream with DECam
291577,172.462,-23.1086,30.0,1.01,i,20140310,56727.1864657,,,Extending the Orphan Stream with DECam
291578,172.462,-23.1086,30.0,1.01,g,20140310,56727.1871477,,,Extending the Orphan Stream with DECam
291579,170.731,-23.9609,30.0,1.01,g,20140310,56727.1878484,,,Extending the Orphan Stream with DECam
291580,170.731,-23.9609,30.0,1.01,i,20140310,56727.1885298,,,Extending the Orphan Stream with DECam
291581,170.743,-23.9444,30.0,1.01,i,20140310,56727.1892099,,,Extending the Orphan Stream with DECam
291582,170.743,-23.9444,30.0,1.01,g,20140310,56727.1898948,,,Extending the Orphan Stream with DECam
291611,172.449,-24.7759,30.0,1.0,g,20140310,56727.2109106,,,Extending the Orphan Stream with DECam
291612,172.449,-24.7759,30.0,1.0,i,20140310,56727.2115955,,,Extending the Orphan Stream with DECam
291613,172.462,-24.7594,30.0,1.0,i,20140310,56727.2122939,,,Extending the Orphan Stream with DECam
291614,172.462,-24.7594,30.0,1.0,g,20140310,56727.2129815,,,Extending the Orphan Stream with DECam
291619,175.886,-24.7759,30.0,1.0,g,20140310,56727.2164447,,,Extending the Orphan Stream with DECam
291620,175.886,-24.7759,30.0,1.0,i,20140310,56727.2171269,,,Extending the Orphan Stream with DECam
291621,175.899,-24.7594,30.0,1.0,i,20140310,56727.2177993,,,Extending the Orphan Stream with DECam
291622,175.899,-24.7594,30.0,1.0,g,20140310,56727.2184689,,,Extending the Orphan Stream with DECam
292495,180.0,-20.0,20.0,1.02,g,20140316,56733.2291403,,MoonAngle-20d-g20,DECam Engineering
292496,180.0,-20.0,20.0,1.02,r,20140316,56733.2297029,,MoonAngle-20d-r20,DECam Engineering
292497,180.0,-20.0,20.0,1.02,i,20140316,56733.2302723,,MoonAngle-20d-i20,DECam Engineering
292499,180.0,-20.0,20.0,1.02,z,20140316,56733.231397,,MoonAngle-20d-z20,DECam Engineering
301028,175.831,-18.7849,30.0,1.16,r,20140415,56763.2040961,,PMap20140415-O31,DECam Engineering
314518,179.642,-20.7355,30.0,1.42,r,20140516,56794.1812304,,AMap20140516-035,DECam Engineering
315031,174.729,-18.785,30.0,1.16,r,20140517,56795.1137884,,PMap20140516-O31,DECam Engineering
318610,177.845,-21.9555,30.0,1.13,g,20140530,56808.0821924,,Field167,Survey of the MAgellanic Stellar History - SMASH
318611,177.845,-21.9555,60.0,1.13,g,20140530,56808.0828835,,Field167,Survey of the MAgellanic Stellar History - SMASH
318613,178.006,-21.8805,60.0,1.13,g,20140530,56808.0849393,,Field167,Survey of the MAgellanic Stellar History - SMASH
318615,177.683,-22.0305,60.0,1.14,g,20140530,56808.0870021,,Field167,Survey of the MAgellanic Stellar History - SMASH
318617,177.845,-21.9555,267.0,1.15,g,20140530,56808.0890602,,Field167,Survey of the MAgellanic Stellar History - SMASH
318618,177.845,-21.9549,267.0,1.16,g,20140530,56808.0924996,,Field167,Survey of the MAgellanic Stellar History - SMASH
318619,177.846,-21.9544,267.0,1.17,g,20140530,56808.0959307,,Field167,Survey of the MAgellanic Stellar History - SMASH
406579,179.76,-20.73,30.0,1.41,z,20150204,57058.1859192,,AMAP20150104-020,DECam Engineering
414598,170.256,-16.207,30.0,1.2,r,20150225,57079.1442201,orphan110r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414599,170.268,-16.1917,30.0,1.2,r,20150225,57079.1448866,orphan110r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414600,170.28,-16.1764,30.0,1.2,r,20150225,57079.1455478,orphan110r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414601,170.292,-16.1612,30.0,1.2,r,20150225,57079.1462036,orphan110r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414606,170.931,-17.834,30.0,1.18,r,20150225,57079.1493227,orphan109r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414607,170.943,-17.8187,30.0,1.18,r,20150225,57079.1499833,orphan109r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414608,170.955,-17.8034,30.0,1.18,r,20150225,57079.1506377,orphan109r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414609,170.967,-17.7882,30.0,1.17,r,20150225,57079.1512946,orphan109r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414662,171.619,-19.458,30.0,1.07,r,20150225,57079.1847709,orphan108r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414663,171.631,-19.4427,30.0,1.07,r,20150225,57079.1854212,orphan108r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414664,171.643,-19.4274,30.0,1.07,r,20150225,57079.1860882,orphan108r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414665,171.655,-19.4122,30.0,1.07,r,20150225,57079.1867558,orphan108r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414670,172.32,-21.079,30.0,1.06,r,20150225,57079.1897924,orphan107r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414671,172.332,-21.0637,30.0,1.06,r,20150225,57079.190473,orphan107r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414672,172.344,-21.0484,30.0,1.06,r,20150225,57079.1911318,orphan107r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414673,172.356,-21.0332,30.0,1.06,r,20150225,57079.1917865,orphan107r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414678,170.62,-21.079,30.0,1.05,r,20150225,57079.1948535,orphan19r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414679,170.632,-21.0637,30.0,1.04,r,20150225,57079.1955041,orphan19r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414680,170.644,-21.0484,30.0,1.04,r,20150225,57079.1961608,orphan19r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414681,170.656,-21.0332,30.0,1.04,r,20150225,57079.1968219,orphan19r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414718,171.337,-22.698,30.0,1.02,r,20150225,57079.2201811,orphan18r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414719,171.349,-22.6827,30.0,1.01,r,20150225,57079.2208319,orphan18r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414720,171.361,-22.6674,30.0,1.01,r,20150225,57079.2214933,orphan18r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414721,171.373,-22.6522,30.0,1.01,r,20150225,57079.2221491,orphan18r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414726,173.037,-22.698,30.0,1.02,r,20150225,57079.2251976,orphan106r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414727,173.049,-22.6827,30.0,1.01,r,20150225,57079.2258539,orphan106r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414728,173.061,-22.6674,30.0,1.01,r,20150225,57079.2265089,orphan106r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414729,173.073,-22.6522,30.0,1.01,r,20150225,57079.2271593,orphan106r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414734,173.772,-24.313,30.0,1.01,r,20150225,57079.23019,orphan105r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414735,173.784,-24.2977,30.0,1.01,r,20150225,57079.2308657,orphan105r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414736,173.796,-24.2824,30.0,1.01,r,20150225,57079.231516,orphan105r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414737,173.808,-24.2672,30.0,1.01,r,20150225,57079.2321833,orphan105r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414742,172.072,-24.313,30.0,1.01,r,20150225,57079.2352544,orphan17r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414743,172.084,-24.2977,30.0,1.01,r,20150225,57079.2359054,orphan17r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414744,172.096,-24.2824,30.0,1.01,r,20150225,57079.2365555,orphan17r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414745,172.108,-24.2672,30.0,1.01,r,20150225,57079.2372099,orphan17r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414750,170.372,-24.313,30.0,1.01,r,20150225,57079.2402748,orphan61r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414751,170.384,-24.2977,30.0,1.01,r,20150225,57079.2409383,orphan61r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414752,170.396,-24.2824,30.0,1.01,r,20150225,57079.2415973,orphan61r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
414753,170.408,-24.2672,30.0,1.01,r,20150225,57079.2422646,orphan61r,OrphanStream,Galactic Dark Matter properties with the Orphan stream
417493,172.226,-21.5512,50.0,1.29,g,20150302,57084.1109258,,cand172-21g,DD: Confirmation of photometric redshift estimates of VHS galaxy &
417494,172.226,-21.5512,50.0,1.29,r,20150302,57084.1118224,,cand172-21r,DD: Confirmation of photometric redshift estimates of VHS galaxy &
417495,172.226,-21.5512,110.0,1.28,i,20150302,57084.1127359,,cand172-21i,DD: Confirmation of photometric redshift estimates of VHS galaxy &
417496,172.226,-21.5512,100.0,1.27,z,20150302,57084.1143373,,cand172-21z,DD: Confirmation of photometric redshift estimates of VHS galaxy &
417497,172.469,-21.2082,50.0,1.27,g,20150302,57084.115823,,cand172-21g,DD: Confirmation of photometric redshift estimates of VHS galaxy &
417498,172.469,-21.2082,50.0,1.27,r,20150302,57084.1167336,,cand172-21r,DD: Confirmation of photometric redshift estimates of VHS galaxy &
417499,172.469,-21.2082,110.0,1.26,i,20150302,57084.1176372,,cand172-21i,DD: Confirmation of photometric redshift estimates of VHS galaxy &
417500,172.469,-21.2082,100.0,1.25,z,20150302,57084.1192261,,cand172-21z,DD: Confirmation of photometric redshift estimates of VHS galaxy &
417501,172.299,-21.8692,110.0,1.24,i,20150302,57084.1206947,,cand172-21i,DD: Confirmation of photometric redshift estimates of VHS galaxy &
